step,epoch,loss
249,1,0.093343
250,1,0.085930
251,1,0.080391
252,1,0.116670
253,1,0.085853
254,1,0.099681
255,1,0.091798
256,1,0.101817
257,1,0.078405
258,1,0.103918
259,1,0.090996
260,1,0.113607
261,1,0.107493
262,1,0.100123
263,1,0.082060
264,1,0.089153
265,1,0.075855
266,1,0.085352
267,1,0.093924
268,1,0.078985
269,1,0.082821
270,1,0.099119
271,1,0.091806
272,1,0.098257
273,1,0.094572
274,1,0.069607
275,1,0.084826
276,1,0.078398
277,1,0.067830
278,1,0.089480
279,1,0.093197
280,1,0.087246
281,1,0.091193
282,1,0.094270
283,1,0.093328
284,1,0.099055
285,1,0.088185
286,1,0.105737
287,1,0.075962
288,1,0.095766
289,1,0.092586
290,1,0.115971
291,1,0.089006
292,1,0.115210
293,1,0.068280
294,1,0.090079
295,1,0.106879
296,1,0.092329
297,1,0.089718
298,1,0.101311
299,1,0.115020
300,1,0.078131
301,1,0.094155
302,1,0.100074
303,1,0.099874
304,1,0.082888
305,1,0.070225
306,1,0.089994
307,1,0.084962
308,1,0.088168
309,1,0.096427
310,1,0.089434
311,1,0.076927
312,1,0.082756
313,1,0.078649
314,1,0.093864
315,1,0.082938
316,1,0.067419
317,1,0.103674
318,1,0.083902
319,1,0.084667
320,1,0.080638
321,1,0.098782
322,1,0.107045
323,1,0.082190
324,1,0.089432
325,1,0.060148
326,1,0.090516
327,1,0.093885
328,1,0.077568
329,1,0.072857
330,1,0.092870
331,1,0.077166
332,1,0.087445
333,1,0.103123
334,1,0.080608
335,1,0.085906
336,1,0.083517
337,1,0.098004
338,1,0.083231
339,1,0.072375
340,1,0.082713
341,1,0.069235
342,1,0.073534
343,1,0.111111
344,1,0.087271
345,1,0.078642
346,1,0.093531
347,1,0.082466
348,1,0.114314
349,1,0.084389
350,1,0.080268
351,1,0.070916
352,1,0.084568
353,1,0.069777
354,1,0.082773
355,1,0.085508
356,1,0.072332
357,1,0.109176
358,1,0.095278
359,1,0.095984
360,1,0.094726
361,1,0.074346
362,1,0.078854
363,1,0.108237
364,1,0.092919
365,1,0.087941
366,1,0.075419
367,1,0.079567
368,1,0.076618
369,1,0.078703
370,1,0.096677
371,1,0.064257
372,1,0.092898
373,1,0.070330
374,1,0.077942
375,1,0.090152
376,1,0.091404
377,1,0.088136
378,1,0.071231
379,1,0.068281
380,1,0.078850
381,1,0.074207
382,1,0.087688
383,1,0.091353
384,1,0.081775
385,1,0.091957
386,1,0.078579
387,1,0.057983
388,1,0.089783
389,1,0.089505
390,1,0.093171
391,2,0.092805
392,2,0.080874
393,2,0.095433
394,2,0.103159
395,2,0.070472
396,2,0.070811
397,2,0.083348
398,2,0.077536
399,2,0.103155
400,2,0.080522
401,2,0.082817
402,2,0.085951
403,2,0.081220
404,2,0.079357
405,2,0.088572
406,2,0.067903
407,2,0.071221
408,2,0.069285
409,2,0.076575
410,2,0.087853
411,2,0.091014
412,2,0.087931
413,2,0.085628
414,2,0.074708
415,2,0.085488
416,2,0.088559
417,2,0.090863
418,2,0.079934
419,2,0.093531
420,2,0.060264
421,2,0.074973
422,2,0.069624
423,2,0.095469
424,2,0.086739
425,2,0.068644
426,2,0.090475
427,2,0.099654
428,2,0.079733
429,2,0.093882
430,2,0.087636
431,2,0.075655
432,2,0.080479
433,2,0.085525
434,2,0.090127
435,2,0.081624
436,2,0.076429
437,2,0.102159
438,2,0.094354
439,2,0.101477
440,2,0.062993
441,2,0.078766
442,2,0.069012
443,2,0.087276
444,2,0.092420
445,2,0.079875
446,2,0.077985
447,2,0.072699
448,2,0.106062
449,2,0.078386
450,2,0.099048
451,2,0.080561
452,2,0.085845
453,2,0.075082
454,2,0.073119
455,2,0.079423
456,2,0.067254
457,2,0.065640
458,2,0.072244
459,2,0.077204
460,2,0.076104
461,2,0.077166
462,2,0.077822
463,2,0.079270
464,2,0.082590
465,2,0.082289
466,2,0.064623
467,2,0.065211
468,2,0.079391
469,2,0.090517
470,2,0.079963
471,2,0.100033
472,2,0.088542
473,2,0.070031
474,2,0.072310
475,2,0.081892
476,2,0.076801
477,2,0.067101
478,2,0.084626
479,2,0.077683
480,2,0.077252
481,2,0.085468
482,2,0.088618
483,2,0.076074
484,2,0.080064
485,2,0.068855
486,2,0.076735
487,2,0.084551
488,2,0.063406
489,2,0.083810
490,2,0.081342
491,2,0.087875
492,2,0.077938
493,2,0.078143
494,2,0.085981
495,2,0.068196
496,2,0.089497
497,2,0.072982
498,2,0.072314
499,2,0.071484
500,2,0.090624
501,2,0.072992
502,2,0.097559
503,2,0.081562
504,2,0.075783
505,2,0.078686
506,2,0.087467
507,2,0.077631
508,2,0.076709
509,2,0.082745
510,2,0.082783
511,2,0.083400
512,2,0.085262
513,2,0.074319
514,2,0.065817
515,2,0.079940
516,2,0.084202
517,2,0.083799
518,2,0.082557
519,2,0.060897
520,2,0.075483
521,2,0.068179
522,2,0.081560
523,2,0.080461
524,2,0.072882
525,2,0.070768
526,2,0.076722
527,2,0.085962
528,2,0.083252
529,2,0.082503
530,2,0.096472
531,2,0.081352
532,2,0.071775
533,2,0.105024
534,2,0.085000
535,2,0.070855
536,2,0.086323
537,2,0.077327
538,2,0.064207
539,2,0.067634
540,2,0.066289
541,2,0.072946
542,2,0.094335
543,2,0.081198
544,2,0.052434
545,2,0.059558
546,2,0.066165
547,2,0.078767
548,2,0.072349
549,2,0.085712
550,2,0.072777
551,2,0.077887
552,2,0.085281
553,2,0.073021
554,2,0.061554
555,2,0.072203
556,2,0.069373
557,2,0.081835
558,2,0.066617
559,2,0.082398
560,2,0.067119
561,2,0.078592
562,2,0.070416
563,2,0.071233
564,2,0.062250
565,2,0.072832
566,2,0.081394
567,2,0.057210
568,2,0.074822
569,2,0.066032
570,2,0.093533
571,2,0.089084
572,2,0.083986
573,2,0.067423
574,2,0.083538
575,2,0.065389
576,2,0.065834
577,2,0.072483
578,2,0.077432
579,2,0.083729
580,2,0.073835
581,2,0.067665
582,2,0.062314
583,2,0.071465
584,2,0.063443
585,2,0.084821
586,2,0.073394
587,2,0.067977
588,2,0.073644
589,2,0.089872
590,2,0.084201
591,2,0.073834
592,2,0.076983
593,2,0.075638
594,2,0.075070
595,2,0.051323
596,2,0.073447
597,2,0.078745
598,2,0.079609
599,2,0.085672
600,2,0.080583
601,2,0.073377
602,2,0.067058
603,2,0.058352
604,2,0.078711
605,2,0.069870
606,2,0.084700
607,2,0.083993
608,2,0.080874
609,2,0.059660
610,2,0.069587
611,2,0.071339
612,2,0.067585
613,2,0.085989
614,2,0.066389
615,2,0.080964
616,2,0.069934
617,2,0.073435
618,2,0.084912
619,2,0.093287
620,2,0.085138
621,2,0.065623
622,2,0.080143
623,2,0.070454
624,2,0.071702
625,2,0.068188
626,2,0.070770
627,2,0.070765
628,2,0.083153
629,2,0.073249
630,2,0.074322
631,2,0.080413
632,2,0.073325
633,2,0.081521
634,2,0.065118
635,2,0.075616
636,2,0.077824
637,2,0.078926
638,2,0.068573
639,2,0.072808
640,2,0.072661
641,2,0.067485
642,2,0.054478
643,2,0.076946
644,2,0.071958
645,2,0.069517
646,2,0.066073
647,2,0.080565
648,2,0.069613
649,2,0.082016
650,2,0.081276
651,2,0.085237
652,2,0.067367
653,2,0.080078
654,2,0.081595
655,2,0.062865
656,2,0.065176
657,2,0.085127
658,2,0.067785
659,2,0.081567
660,2,0.068944
661,2,0.069166
662,2,0.069849
663,2,0.072785
664,2,0.066178
665,2,0.079175
666,2,0.058024
667,2,0.072541
668,2,0.082918
669,2,0.073746
670,2,0.062902
671,2,0.065542
672,2,0.073201
673,2,0.071516
674,2,0.089287
675,2,0.099737
676,2,0.071663
677,2,0.065494
678,2,0.091456
679,2,0.072242
680,2,0.071014
681,2,0.071590
682,2,0.084691
683,2,0.064159
684,2,0.075349
685,2,0.058675
686,2,0.061601
687,2,0.062946
688,2,0.073774
689,2,0.069869
690,2,0.082724
691,2,0.074251
692,2,0.072846
693,2,0.084545
694,2,0.066161
695,2,0.077254
696,2,0.063678
697,2,0.073017
698,2,0.075157
699,2,0.060018
700,2,0.081600
701,2,0.058528
702,2,0.065565
703,2,0.062641
704,2,0.053483
705,2,0.055826
706,2,0.080971
707,2,0.076597
708,2,0.068676
709,2,0.065656
710,2,0.069010
711,2,0.078508
712,2,0.081909
713,2,0.098848
714,2,0.079052
715,2,0.067749
716,2,0.063018
717,2,0.063445
718,2,0.076184
719,2,0.082895
720,2,0.086746
721,2,0.078351
722,2,0.064455
723,2,0.051618
724,2,0.052386
725,2,0.056488
726,2,0.072749
727,2,0.059092
728,2,0.078219
729,2,0.065790
730,2,0.072128
731,2,0.060124
732,2,0.077599
733,2,0.068139
734,2,0.078642
735,2,0.083326
736,2,0.079100
737,2,0.063239
738,2,0.065073
739,2,0.095723
740,2,0.088998
741,2,0.073833
742,2,0.077500
743,2,0.060203
744,2,0.081150
745,2,0.068589
746,2,0.065421
747,2,0.063517
748,2,0.074102
749,2,0.086565
750,2,0.055698
751,2,0.077419
752,2,0.073089
753,2,0.056708
754,2,0.068278
755,2,0.077268
756,2,0.066505
757,2,0.079237
758,2,0.088723
759,2,0.073639
760,2,0.062179
761,2,0.066891
762,2,0.079834
763,2,0.073226
764,2,0.067515
765,2,0.059856
766,2,0.059302
767,2,0.080281
768,2,0.085539
769,2,0.070171
770,2,0.066184
771,2,0.067659
772,2,0.089661
773,2,0.067288
774,2,0.080280
775,2,0.059205
776,2,0.062011
777,2,0.078824
778,2,0.070335
779,2,0.067577
780,2,0.073151
781,3,0.068791
782,3,0.064250
783,3,0.075170
784,3,0.075923
785,3,0.078778
786,3,0.069806
787,3,0.060322
788,3,0.060369
789,3,0.076279
790,3,0.066581
791,3,0.068281
792,3,0.058314
793,3,0.082218
794,3,0.076120
795,3,0.058243
796,3,0.063994
797,3,0.069933
798,3,0.067966
799,3,0.075975
800,3,0.065259
801,3,0.070299
802,3,0.087234
803,3,0.083060
804,3,0.079929
805,3,0.089062
806,3,0.079990
807,3,0.070312
808,3,0.067301
809,3,0.062792
810,3,0.068765
811,3,0.094534
812,3,0.067807
813,3,0.075351
814,3,0.071874
815,3,0.066772
816,3,0.066258
817,3,0.069593
818,3,0.067487
819,3,0.064040
820,3,0.078307
821,3,0.079852
822,3,0.073244
823,3,0.068312
824,3,0.075111
825,3,0.077212
826,3,0.079561
827,3,0.053854
828,3,0.071014
829,3,0.083364
830,3,0.067034
831,3,0.091372
832,3,0.076862
833,3,0.072615
834,3,0.079300
835,3,0.068711
836,3,0.073960
837,3,0.071658
838,3,0.080397
839,3,0.074876
840,3,0.089315
841,3,0.065484
842,3,0.060759
843,3,0.066702
844,3,0.072888
845,3,0.072968
846,3,0.080202
847,3,0.070320
848,3,0.083988
849,3,0.069176
850,3,0.066283
851,3,0.072423
852,3,0.065073
853,3,0.075382
854,3,0.052606
855,3,0.071615
856,3,0.067761
857,3,0.078570
858,3,0.061887
859,3,0.083403
860,3,0.074603
861,3,0.058189
862,3,0.075617
863,3,0.091379
864,3,0.071097
865,3,0.068526
866,3,0.059821
867,3,0.058832
868,3,0.068647
869,3,0.064724
870,3,0.065320
871,3,0.060938
872,3,0.075561
873,3,0.066487
874,3,0.064315
875,3,0.079214
876,3,0.066691
877,3,0.061867
878,3,0.081503
879,3,0.077422
880,3,0.068487
881,3,0.070128
882,3,0.071850
883,3,0.066494
884,3,0.071138
885,3,0.075313
886,3,0.076452
887,3,0.045499
888,3,0.075283
889,3,0.078196
890,3,0.074190
891,3,0.069942
892,3,0.059074
893,3,0.089927
894,3,0.072544
895,3,0.069720
896,3,0.063031
897,3,0.062437
898,3,0.073407
899,3,0.052498
900,3,0.057298
901,3,0.097945
902,3,0.075914
903,3,0.074018
904,3,0.067723
905,3,0.063155
906,3,0.069912
907,3,0.083322
908,3,0.070628
909,3,0.073282
910,3,0.061107
911,3,0.062716
912,3,0.073235
913,3,0.066288
914,3,0.067090
915,3,0.081763
916,3,0.067818
917,3,0.066524
918,3,0.070493
919,3,0.073697
920,3,0.072678
921,3,0.075152
922,3,0.074469
923,3,0.069394
924,3,0.069707
925,3,0.075082
926,3,0.069392
927,3,0.088394
928,3,0.071049
929,3,0.057901
930,3,0.083619
931,3,0.084169
932,3,0.074226
933,3,0.081838
934,3,0.055502
935,3,0.070347
936,3,0.062799
937,3,0.072531
938,3,0.063420
939,3,0.071631
940,3,0.059786
941,3,0.065298
942,3,0.060264
943,3,0.054439
944,3,0.084020
945,3,0.073453
946,3,0.061806
947,3,0.056957
948,3,0.072364
949,3,0.059865
950,3,0.076414
951,3,0.096678
952,3,0.068175
953,3,0.075454
954,3,0.061889
955,3,0.076885
956,3,0.077917
957,3,0.067025
958,3,0.064525
959,3,0.064359
960,3,0.053423
961,3,0.056750
962,3,0.068216
963,3,0.069413
964,3,0.069200
965,3,0.065985
966,3,0.065223
967,3,0.066528
968,3,0.064266
969,3,0.064889
970,3,0.061023
971,3,0.072237
972,3,0.056359
973,3,0.074757
974,3,0.072193
975,3,0.074400
976,3,0.064974
977,3,0.052823
978,3,0.051739
979,3,0.051519
980,3,0.073017
981,3,0.079819
982,3,0.060505
983,3,0.064557
984,3,0.073562
985,3,0.062081
986,3,0.061052
987,3,0.065772
988,3,0.071361
989,3,0.069952
990,3,0.072176
991,3,0.057169
992,3,0.077618
993,3,0.061223
994,3,0.087164
995,3,0.064143
996,3,0.047832
997,3,0.080438
998,3,0.069315
999,3,0.053325
1000,3,0.060583
1001,3,0.058710
1002,3,0.079994
1003,3,0.065582
1004,3,0.072287
1005,3,0.066680
1006,3,0.078411
1007,3,0.066008
1008,3,0.073885
1009,3,0.066818
1010,3,0.076507
1011,3,0.062223
1012,3,0.086654
1013,3,0.062938
1014,3,0.071073
1015,3,0.069338
1016,3,0.063753
1017,3,0.069184
1018,3,0.052664
1019,3,0.067285
1020,3,0.060241
1021,3,0.063359
1022,3,0.064583
1023,3,0.071691
1024,3,0.062081
1025,3,0.069156
1026,3,0.065902
1027,3,0.083529
1028,3,0.057019
1029,3,0.074576
1030,3,0.080098
1031,3,0.068060
1032,3,0.055165
1033,3,0.062702
1034,3,0.064952
1035,3,0.063040
1036,3,0.063391
1037,3,0.057236
1038,3,0.063483
1039,3,0.078110
1040,3,0.063305
1041,3,0.058611
1042,3,0.058313
1043,3,0.055158
1044,3,0.091448
1045,3,0.086043
1046,3,0.063266
1047,3,0.082585
1048,3,0.071770
1049,3,0.071058
1050,3,0.071772
1051,3,0.076328
1052,3,0.068182
1053,3,0.054591
1054,3,0.071665
1055,3,0.065821
1056,3,0.088837
1057,3,0.078433
1058,3,0.057485
1059,3,0.059545
1060,3,0.062452
1061,3,0.067448
1062,3,0.071749
1063,3,0.059551
1064,3,0.069754
1065,3,0.051127
1066,3,0.050049
1067,3,0.075571
1068,3,0.080304
1069,3,0.047876
1070,3,0.071047
1071,3,0.065539
1072,3,0.073900
1073,3,0.065022
1074,3,0.064814
1075,3,0.074802
1076,3,0.074680
1077,3,0.063381
1078,3,0.072667
1079,3,0.062607
1080,3,0.062232
1081,3,0.064210
1082,3,0.082671
1083,3,0.057456
1084,3,0.063173
1085,3,0.064112
1086,3,0.071857
1087,3,0.057956
1088,3,0.077217
1089,3,0.070711
1090,3,0.079574
1091,3,0.063787
1092,3,0.066672
1093,3,0.076013
1094,3,0.084523
1095,3,0.064042
1096,3,0.054359
1097,3,0.065568
1098,3,0.077177
1099,3,0.054334
1100,3,0.080313
1101,3,0.064137
1102,3,0.053704
1103,3,0.069579
1104,3,0.060396
1105,3,0.062657
1106,3,0.066304
1107,3,0.074870
1108,3,0.067560
1109,3,0.079955
1110,3,0.069554
1111,3,0.062468
1112,3,0.065233
1113,3,0.076497
1114,3,0.072303
1115,3,0.061796
1116,3,0.066651
1117,3,0.063568
1118,3,0.059626
1119,3,0.067411
1120,3,0.079115
1121,3,0.072944
1122,3,0.063494
1123,3,0.062693
1124,3,0.060715
1125,3,0.076861
1126,3,0.067688
1127,3,0.067285
1128,3,0.057801
1129,3,0.066256
1130,3,0.057172
1131,3,0.052884
1132,3,0.069548
1133,3,0.061059
1134,3,0.071553
1135,3,0.065451
1136,3,0.064503
1137,3,0.053920
1138,3,0.070244
1139,3,0.076031
1140,3,0.097172
1141,3,0.079204
1142,3,0.051014
1143,3,0.066101
1144,3,0.063338
1145,3,0.076190
1146,3,0.061703
1147,3,0.049586
1148,3,0.078937
1149,3,0.060694
1150,3,0.066974
1151,3,0.074135
1152,3,0.078063
1153,3,0.068130
1154,3,0.076227
1155,3,0.077645
1156,3,0.053871
1157,3,0.064257
1158,3,0.087426
1159,3,0.061792
1160,3,0.066641
1161,3,0.059887
1162,3,0.071498
1163,3,0.087182
1164,3,0.062885
1165,3,0.066810
1166,3,0.062874
1167,3,0.062438
1168,3,0.081089
1169,3,0.064972
1170,3,0.072655
1171,4,0.069735
1172,4,0.073161
1173,4,0.064172
1174,4,0.066908
1175,4,0.070909
1176,4,0.066773
1177,4,0.073542
1178,4,0.069015
1179,4,0.050860
1180,4,0.074892
1181,4,0.069734
1182,4,0.057138
1183,4,0.050295
1184,4,0.075813
1185,4,0.066212
1186,4,0.062947
1187,4,0.064166
1188,4,0.074797
1189,4,0.058542
1190,4,0.088372
1191,4,0.064600
1192,4,0.059480
1193,4,0.058398
1194,4,0.065425
1195,4,0.061915
1196,4,0.059690
1197,4,0.058683
1198,4,0.077346
1199,4,0.072905
1200,4,0.073749
1201,4,0.061844
1202,4,0.077748
1203,4,0.068492
1204,4,0.069326
1205,4,0.075929
1206,4,0.053353
1207,4,0.082317
1208,4,0.062139
1209,4,0.064033
1210,4,0.054350
1211,4,0.065436
1212,4,0.067572
1213,4,0.067256
1214,4,0.063737
1215,4,0.081114
1216,4,0.059561
1217,4,0.088856
1218,4,0.063860
1219,4,0.063498
1220,4,0.060378
1221,4,0.081614
1222,4,0.064688
1223,4,0.070746
1224,4,0.056227
1225,4,0.072200
1226,4,0.059278
1227,4,0.061961
1228,4,0.060612
1229,4,0.049177
1230,4,0.087513
1231,4,0.061656
1232,4,0.062639
1233,4,0.069697
1234,4,0.057683
1235,4,0.046980
1236,4,0.057209
1237,4,0.073673
1238,4,0.063602
1239,4,0.072690
1240,4,0.053048
1241,4,0.048084
1242,4,0.063410
1243,4,0.062114
1244,4,0.048892
1245,4,0.063512
1246,4,0.073250
1247,4,0.068749
1248,4,0.071718
1249,4,0.059044
1250,4,0.058234
1251,4,0.052346
1252,4,0.070813
1253,4,0.078549
1254,4,0.076500
1255,4,0.066858
1256,4,0.064653
1257,4,0.063187
1258,4,0.059590
1259,4,0.064239
1260,4,0.069052
1261,4,0.063124
1262,4,0.066160
1263,4,0.062843
1264,4,0.070768
1265,4,0.051743
1266,4,0.072219
1267,4,0.064262
1268,4,0.059396
1269,4,0.049050
1270,4,0.069477
1271,4,0.055724
1272,4,0.079311
1273,4,0.073892
1274,4,0.062525
1275,4,0.062961
1276,4,0.045484
1277,4,0.081276
1278,4,0.057824
1279,4,0.054393
1280,4,0.059142
1281,4,0.078581
1282,4,0.059412
1283,4,0.057551
1284,4,0.061227
1285,4,0.077557
1286,4,0.069838
1287,4,0.072368
1288,4,0.061834
1289,4,0.072504
1290,4,0.065455
1291,4,0.061874
1292,4,0.055280
1293,4,0.069364
1294,4,0.069186
1295,4,0.075925
1296,4,0.065241
1297,4,0.053563
1298,4,0.075783
1299,4,0.077850
1300,4,0.074174
1301,4,0.064999
1302,4,0.061751
1303,4,0.074720
1304,4,0.082121
1305,4,0.061964
1306,4,0.062259
1307,4,0.065591
1308,4,0.068871
1309,4,0.063267
1310,4,0.054540
1311,4,0.063767
1312,4,0.054976
1313,4,0.057909
1314,4,0.065925
1315,4,0.067871
1316,4,0.060733
1317,4,0.052107
1318,4,0.087614
1319,4,0.053456
1320,4,0.065181
1321,4,0.055930
1322,4,0.083818
1323,4,0.059544
1324,4,0.048253
1325,4,0.059560
1326,4,0.071933
1327,4,0.053092
1328,4,0.063407
1329,4,0.059593
1330,4,0.078893
1331,4,0.070189
1332,4,0.074367
1333,4,0.073970
1334,4,0.078514
1335,4,0.059247
1336,4,0.064859
1337,4,0.059247
1338,4,0.069745
1339,4,0.065919
1340,4,0.067605
1341,4,0.072506
1342,4,0.063975
1343,4,0.067391
1344,4,0.079274
1345,4,0.057037
1346,4,0.060883
1347,4,0.075344
1348,4,0.067501
1349,4,0.076677
1350,4,0.079069
1351,4,0.069231
1352,4,0.070231
1353,4,0.064221
1354,4,0.072731
1355,4,0.057613
1356,4,0.064182
1357,4,0.074656
1358,4,0.066604
1359,4,0.076613
1360,4,0.056376
1361,4,0.052960
1362,4,0.075690
1363,4,0.054258
1364,4,0.058395
1365,4,0.064373
1366,4,0.055922
1367,4,0.064161
1368,4,0.070176
1369,4,0.060367
1370,4,0.073372
1371,4,0.073865
1372,4,0.059479
1373,4,0.069665
1374,4,0.056153
1375,4,0.066792
1376,4,0.071411
1377,4,0.068896
1378,4,0.058006
1379,4,0.068639
1380,4,0.068374
1381,4,0.074499
1382,4,0.075840
1383,4,0.063161
1384,4,0.062120
1385,4,0.050762
1386,4,0.065002
1387,4,0.055217
1388,4,0.059200
1389,4,0.064376
1390,4,0.059127
1391,4,0.064767
1392,4,0.054871
1393,4,0.063337
1394,4,0.073182
1395,4,0.083504
1396,4,0.071621
1397,4,0.059323
1398,4,0.057201
1399,4,0.075119
1400,4,0.066993
1401,4,0.069282
1402,4,0.070837
1403,4,0.084689
1404,4,0.074031
1405,4,0.059156
1406,4,0.058045
1407,4,0.064096
1408,4,0.077940
1409,4,0.048389
1410,4,0.061373
1411,4,0.052396
1412,4,0.053438
1413,4,0.053003
1414,4,0.065745
1415,4,0.071979
1416,4,0.075286
1417,4,0.059069
1418,4,0.072709
1419,4,0.055149
1420,4,0.074978
1421,4,0.071691
1422,4,0.077789
1423,4,0.086280
1424,4,0.065793
1425,4,0.068541
1426,4,0.068069
1427,4,0.076578
1428,4,0.069065
1429,4,0.050653
1430,4,0.073798
1431,4,0.054996
1432,4,0.068545
1433,4,0.071727
1434,4,0.053092
1435,4,0.067256
1436,4,0.063442
1437,4,0.057802
1438,4,0.058721
1439,4,0.067450
1440,4,0.073535
1441,4,0.062315
1442,4,0.058040
1443,4,0.062424
1444,4,0.066442
1445,4,0.083532
1446,4,0.069683
1447,4,0.061375
1448,4,0.049189
1449,4,0.085539
1450,4,0.061916
1451,4,0.073822
1452,4,0.054383
1453,4,0.072848
1454,4,0.082836
1455,4,0.064526
1456,4,0.061153
1457,4,0.051163
1458,4,0.060694
1459,4,0.066461
1460,4,0.072454
1461,4,0.067559
1462,4,0.054443
1463,4,0.070090
1464,4,0.059042
1465,4,0.068809
1466,4,0.075729
1467,4,0.060973
1468,4,0.074746
1469,4,0.074429
1470,4,0.064776
1471,4,0.067985
1472,4,0.076332
1473,4,0.061578
1474,4,0.070748
1475,4,0.068432
1476,4,0.055011
1477,4,0.062023
1478,4,0.064658
1479,4,0.056041
1480,4,0.058532
1481,4,0.077611
1482,4,0.064553
1483,4,0.065867
1484,4,0.081250
1485,4,0.075750
1486,4,0.064247
1487,4,0.063768
1488,4,0.043195
1489,4,0.053511
1490,4,0.070199
1491,4,0.072045
1492,4,0.061091
1493,4,0.083608
1494,4,0.056364
1495,4,0.062527
1496,4,0.057409
1497,4,0.062758
1498,4,0.065250
